movie_id,title,tag
7980,the lovely bones,"fantasy drama rape 1970s evidence tree afterlife loss of daughter serial killer corpse pedophile teenage love grieving childhood sexual abuse based on young adult novel abigail salmon jack salmon grandma lynn peterjackson in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
12,finding nemo,"animation family father son relationship harbor underwater fish tank great barrier reef missing child aftercreditsstinger duringcreditsstinger short term memory loss clownfish father son reunion protective father marlin (voice) dory (voice) nemo (voice) andrewstanton in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
122,the lord of the rings: the return of the king,"adventure fantasy action elves orcs middle-earth (tolkien) based on novel suspicion bravery war honor troll brutality violence ghost end of trilogy quest sword and sorcery frodo baggins gandalf the white aragorn peterjackson in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
121,the lord of the rings: the two towers,"adventure fantasy action elves orcs middle-earth (tolkien) hobbit based on novel explosive cave fort army mission attack guide wizard ring sword and sorcery frodo baggins gandalf the white aragorn peterjackson in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
68737,seventh son,"adventure fantasy magic chosen one dark fantasy witch hunter evil witch based on young adult novel sword and sorcery master gregory mother malkin tom ward sergeibodrov in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1995,lara croft: tomb raider,"adventure fantasy action thriller treasure buddhist monk planetary configuration angkor wat illuminati william blake treasure hunt archaeologist based on video game archeology lara croft lord richard croft manfred powell simonwest in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
157353,transcendence,"thriller science fiction drama mystery artificial intelligence technology nanotechnology computer virus super computer resurrection love mind control terrorism scientist extremist moral dilemma computer scientist mind transfer quantum computer mind uploading dr. will caster max waters evelyn caster wallypfister in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
331,jurassic park iii,"adventure action thriller science fiction exotic island dna paleontology tyrannosaurus rex velociraptor spinosaurus airplane rescue mission dinosaur jurassic park dr. alan grant paul kirby amanda kirby joejohnston in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
61791,rise of the planet of the apes,"thriller action drama science fiction intelligence zoo cage dystopia golden gate bridge ape monkey medical research alzheimer's disease will rodman caroline aranha charles rodman rupertwyatt in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
8204,the spiderwick chronicles,"adventure family fantasy brother sister relationship family relationships single mother alternate reality mother child relationship hidden truth goblin magical creature fairies jared grace / simon grace helen grace mulgarath markwaters in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
47964,a good day to die hard,"action thriller bomb cia russia escape courthouse rogue moscow john mcclane jack mcclane komorov johnmoore in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10733,the alamo,"western history war texas officer uprising alamo mexican sam houston davy crockett james bowie johnleehancock in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9806,the incredibles,"action adventure animation family secret identity secret hero island wretch supernatural powers weapon lawsuit superhero bob parr / mr. incredible (voice) helen parr / elastigirl (voice) lucius best / frozone (voice) bradbird in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1408,cutthroat island,"action adventure exotic island treasure map ship scalp pirate morgan adams william shaw dawg rennyharlin in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
32657,percy jackson & the olympians: the lightning thief,"adventure fantasy family monster greek mythology god poseidon lightning bolt based on young adult novel percy jackson grover underwood annabeth chase chriscolumbus in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
607,men in black,"action adventure comedy science fiction secret identity sun glasses undercover space marine illegal immigration deportation new identity giant cockroach cannon flying saucer stay permit alien fictional government agency agent k james edwards / agent j dr. laurel weaver / agent l barrysonnenfeld in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
863,toy story 2,"animation comedy family museum prosecution identity crisis airplane flea market collector teamwork friendship rescue team garage sale duringcreditsstinger toy comes to life personification inanimate objects coming to life woody (voice) buzz lightyear (voice) jessie (voice) johnlasseter in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
44048,unstoppable,"action thriller runaway train frank barnes will connie tonyscott in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
5175,rush hour 2,"action comedy crime thriller duringcreditsstinger det. james carter chief insp. lee hu li brettratner in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
2655,what lies beneath,"drama horror mystery thriller secret haunted house ouija board haunting missing girl ghost dr. norman spencer claire spencer jody robertzemeckis in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
22794,cloudy with a chance of meatballs,"animation comedy family weather food science flint lockwood (voice) sam sparks (voice) tim lockwood (voice) phillord christophermiller in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
8355,ice age: dawn of the dinosaurs,"animation comedy family adventure ice age bridge insanity jungle dinosaur birth duringcreditsstinger 3d manny (voice) sid (voice) diego (voice) carlossaldanha in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
116745,the secret life of walter mitty,"adventure comedy drama fantasy himalaya photographer magazine iceland daydream photograph shark fired from the job skateboard dreamer online dating daydreaming walter mitty cheryl melhoff todd maher benstiller in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
4327,charlie's angels,"action adventure comedy crime thriller martial arts female friendship millionaire agent natalie cook alex munday dylan sanders mcg in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1422,the departed,"drama thriller crime undercover boston police friends mafia undercover cop mobster mole state police police training realtor william ""billy"" costigan, jr. staff sgt. colin sullivan francis ""frank"" costello martinscorsese in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10674,mulan,"animation family adventure homeland musical training daughter cricket princess dragon luck mushu (voice) [singing voice] mulan (voice) tonybancroft barrycook in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
7446,tropic thunder,"action comedy film making satire jungle movie star southeast asia land mine shackles war filmmaking duringcreditsstinger blackface method acting tugg speedman jeff portnoy kirk lazarus benstiller in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
65754,the girl with the dragon tattoo,"thriller crime mystery drama rape journalist based on novel journalism hacker nazis punk investigation remake antisocial personality disorder serial killer disappearance hacking computer hacker bible quote scandinavian abuse mikael blomkvist lisbeth salander henrik vanger davidfincher in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1572,die hard: with a vengeance,"action thriller bomb taxi riddle robbery detective helicopter gold subway ship fistfight police sequel deception shootout new york city explosion violence car chase fbi agent simon says flashback dump truck aqueduct action hero federal reserve bank john mcclane simon peter gruber zeus carver johnmctiernan in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10528,sherlock holmes,"action adventure crime mystery detective scotland yard coffin black magic arrest partner sherlock holmes murder steampunk pentagram clue sherlock holmes dr. john watson irene adler guyritchie in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
271969,ben-hur,"drama betrayal vengeance judah ben-hur messala severus jésus christ timurbekmambetov in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10865,atlantis: the lost empire,"animation family adventure science fiction sea atlantis animation underwater sea monster milo james thatch (voice) gaetan 'the mole' moliere (voice) helga katrina sinclair (voice) garytrousdale kirkwise in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
258509,alvin and the chipmunks: the road chip,"adventure animation comedy family chipmunk cgi talking animal aftercreditsstinger duringcreditsstinger dave alvin (voice) ashley grey waltbecker in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
2253,valkyrie,"drama thriller history war berlin suicide bomb assassination resistance wife husband relationship world war ii adolf hitler plan friendship deception treason colonel military officer plot german officer piano wire medal violence claus schenk graf von stauffenberg nina schenk gräfin von stauffenberg henning von tresckow bryansinger in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10661,you don't mess with the zohan,"comedy action new york israel middle east hairdresser ladykiller mossad israeli palestinian heart-throb middle east conflict hairstyle hacky sack zohan the phantom dalia dennisdugan in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
257344,pixels,"action comedy science fiction video game nerd alien attack 3d pixels sam brenner violet van patten eddie plant chriscolumbus in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
644,a.i. artificial intelligence,"drama science fiction adventure artificial intelligence prophecy prostitute android loss of mother extraterrestrial technology ice age adoption fairy tale pinocchio prosecution gigolo hologram dystopia alien destiny capture doppelganger david monica swinton henry swinton stevenspielberg in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10756,the haunted mansion,"thriller fantasy comedy family mystery secret passage magic estate agent haunted house family vacation ghost aftercreditsstinger jim evers ramsley master gracey robminkoff in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
686,contact,"drama science fiction mystery based on novel nasa new mexico extraterrestrial technology prime number star radio wave wormhole fanatic spirituality religion scientist sabotage ham radio alien contact mechanical engineering observatory eccentric man radio telescope eleanor arroway palmer joss michael kitz robertzemeckis in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9383,hollow man,"action science fiction thriller killing human experimentation scientist invisible man science experiment sebastian caine / hollow man linda mckay matthew kensington paulverhoeven in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
179,the interpreter,"crime thriller new york dictator africa destruction of a civilization assassination resistance revenge murder united nations witness to murder fbi agent resistance fighter silvia broome tobin keller dot woods sydneypollack in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
76285,percy jackson: sea of monsters,"adventure family fantasy poison hermes poseidon demigod golden fleece olympus 3d kronos overthrow olympus based on young adult novel percy jackson annabeth chase tyson thorfreudenthal in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1996,lara croft tomb raider: the cradle of life,"action adventure fantasy thriller riddle treasure medallion kenia alexander the great pandora's box chinese mafia treasure hunt hong kong archaeologist based on video game archeology lara croft terry sheridan bryce jandebont in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
291805,now you see me 2,"action adventure comedy crime mystery thriller london england china magic secret society vigilante sequel revenge heist on the run macau china magician j. daniel atlas merritt mckinney dylan rhodes jonm.chu in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10003,the saint,"thriller action romance science fiction adventure berlin russia gas master thief the saint simon templar emma russell ivan tretiak phillipnoyce in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1535,spy game,"action crime thriller spy china cia cold war nathan d. muir tom bishop elizabeth hadley tonyscott in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
2067,mission to mars,"science fiction mars spacecraft space travel alien long take outer space astronaut dismemberment alien contact trapped in space jim mcconnell woodrow 'woody' blake luke graham briandepalma in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
46195,rio,"animation adventure comedy family brazil pet bird musical canary samba animal duringcreditsstinger rio 1 río 1 blu (voice) jewel (voice) linda (voice) carlossaldanha in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
2277,bicentennial man,"comedy science fiction android hologram freedom futuristic robot andrew martin richard martin little miss chriscolumbus in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10357,volcano,"science fiction action drama thriller subway lava volcano volcanologist los angeles mike roark dr. amy barnes kelly roark mickjackson in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
4477,the devil's own,"crime thriller drama new york terrorist anonymity northern ireland tom o'meara rory devaney / francis austin mcguire sheila o'meara alanj.pakula in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
8665,k-19: the widowmaker,"drama history thriller submarine soviet union core melt north atlantic nuclear woman director alexei vostrikov mikhail polenin vadim radtchinko kathrynbigelow in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9387,conan the barbarian,"adventure fantasy action gladiator repayment despot barbarian sword and sorcery conan thulsa doom king osric johnmilius in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
921,cinderella man,"romance drama history transporter netherlands world cup socially deprived family family's daily life boxer boxing match comeback training heavy weight folk hero biography daughter defeat sport jim braddock mae braddock joe gould ronhoward in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
49852,the nutcracker: the untold story,"fantasy action family mary uncle albert the rat king andreikonchalovsky in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
4464,seabiscuit,"drama history horse race american dream racehorse great depression charles howard narrator tom smith garyross in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
664,twister,"action adventure drama wife husband relationship tornado twister oklahoma metereologist invention climate barn natural disaster cow truck disaster aunt niece relationship storm chaser divorce dr. jo harding bill harding dr. jonas miller jandebont in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
8358,cast away,"adventure drama exotic island suicide attempt volleyball loneliness airplane crash deserted island tropical island survival skills chuck noland kelly frears jerry lovett robertzemeckis in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9836,happy feet,"animation comedy ocean fish zoo penguin tap dancing love crush snow anthropomorphism singing antarctica family duringcreditsstinger mumble (voice) ramon / lovelace the guru (voice) gloria (voice) georgemiller in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
2502,the bourne supremacy,"action drama thriller berlin assassin based on novel amnesia sniper lie sequel suspense on the run shootout espionage violence foot chase car chase exploding house though guy one against many rail car dark past moscow hand to hand combat jason bourne marie helene kreutz ward abbott paulgreengrass in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9772,air force one,"action thriller prison corruption journalist white house hostage ultimatum hostage-taking air force one aerial combat conspiracy gunfight fighter plane secret service american president hand to hand combat negotiation political prisoner airplane hijack president james marshall ivan korshunov vice president kathryn bennett wolfgangpetersen in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
161,ocean's eleven,"thriller crime prison pickpocket strip club con artist atlantic city cockney accent las vegas card dealer explosives expert black and white scene male salt lake city utah danny ocean rusty ryan linus caldwell stevensoderbergh in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
52451,the three musketeers,"adventure action thriller number in title historical fiction musketeer 17th century 3d m'lady de winter duke of buckingham d'artagnan paulw.s.anderson in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
76492,hotel transylvania,"animation comedy family fantasy witch magic mummy vampire dracula skeleton backpacker frankenstein wolfman zombie invisible man duringcreditsstinger nosferatu protective father fang vamp dracula (voice) wayne (voice) griffin - the invisible man (voice) genndytartakovsky in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
4523,enchanted,"comedy family fantasy romance poison queen fairy tale musical princess portal animation fantasy world evil witch part animation giselle robert philip prince edward kevinlima in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
59961,safe house,"action thriller cia violence safe house rogue agent cape town south africa soccer stadium tobin frost matt weston catherine linklater danielespinosa in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10481,102 dalmatians,"comedy family london england prison release from prison women's prison society for the prevention of cruelty to animals puppy pelz dog dalmatian cruella de vil kevin shepherd chloe simon kevinlima in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
59108,tower heist,"action comedy skyscraper thanksgiving billionaire parade fbi agent apartment high rise female agent ponzi scheme empty safe caper comedy planning safecracker recruiting heist movie deceit lobby josh kovacs slide charlie gibbs brettratner in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1581,the holiday,"comedy romance holiday london england film making christmas party country house room exchange surrey romantic comedy los angeles multiple storylines woman director christmas amanda woods iris simpkins graham nancymeyers in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9798,enemy of the state,"action drama thriller corruption washington d.c. helicopter falsely accused identity mexican standoff blackmail intelligence wiretap satellite national security agency (nsa) politics exploding building suspense mystery mafia conspiracy lawyer crime privacy surveillance baltimore maryland secret hideout robert clayton dean edward ""brill"" lyle thomas brian reynolds tonyscott in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
22897,it's complicated,"comedy romance graduation ex husband woman director jane adler jake adler adam schaffer nancymeyers in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
298,ocean's thirteen,"crime thriller casino thief revenge heist las vegas pretending to be rich labor strike daniel ocean robert “rusty” charles ryan linus caldwell stevensoderbergh in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
7484,open season,"adventure animation family hunter mountains garage grizzly bear bunny chase forest deer bear hunt boog (voice) elliot (voice) shaw (voice) jillculton rogerallers anthonystacchi in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
157350,divergent,"adventure action science fiction based on novel dystopia youth dystopic future caste system divergent based on young adult novel beatrice ""tris"" prior tobias ""four"" eaton jeanine matthews neilburger in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
853,enemy at the gates,"war winter sniper world war ii stalingrad vassili zaitsev tania chernova major könig jean-jacquesannaud in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
10159,the rundown,"adventure action comedy thriller hunter bounty bounty hunter fight amazon treasure hunt jungle beck travis mariana peterberg in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9593,last action hero,"adventure fantasy action comedy family magic movie in movie spoof magical object cartoon cat ticket self-referential projectionist child's point of view jack slater john practice frank johnmctiernan in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1904,memoirs of a geisha,"drama history romance japan prostitute sister sister relationship brothel world war ii geisha sayuri hatsumomo pumpkin robmarshall in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9615,the fast and the furious: tokyo drift,"action crime drama thriller car race car journey car mechanic auto car garage auto-tuning drifting car automobile racing sean boswell neela han lue justinlin in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
51052,arthur christmas,"drama animation family comedy holiday santa claus duringcreditsstinger woman director christmas arthur (voice) steve claus (voice) grandsanta (voice) barrycook sarahsmith in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
297,meet joe black,"fantasy drama mystery life and death love at first sight broken engagement fireworks religion and supernatural teenage crush fate doctor millionaire joe black william parrish susan parrish martinbrest in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9884,collateral damage,"action thriller drama terrorist fbi colombia firemen revenge explosion car explosion bomb attack gordy brewer selena perrini peter brandt andrewdavis in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
16858,all that jazz,"drama music show business film making tap dancing movie in movie divorce tv show in film stand-up comedian broadway rainstorm surgery dream sequence editing semi autobiographical restroom screening room amphetamine prescription drug abuse joe gideon angelique audrey paris bobfosse in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
62764,mirror mirror,"adventure fantasy drama comedy science fiction family attempted murder fairy tale black magic cockroach villainess good vs evil woman fights man insecurity mirror snow kingdom snow white evil queen enchantress gala financial problem pendant half naked man returning money evil plot duringcreditsstinger evil queen snow white prince andrew alcott tarsemsingh in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
22538,scott pilgrim vs. the world,"action adventure comedy whipping hipster underage girlfriend animated flashback character's point of view camera shot unconsciousness girl fight vegan aftercreditsstinger scott pilgrim ramona v. flowers wallace wells edgarwright in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9341,the core,"action thriller adventure science fiction magnetic field center of the earth disaster film dr. josh keyes maj. rebecca childs dr. ed 'braz' brazzleton jonamiel in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
12107,nutty professor ii: the klumps,"fantasy comedy romance science fiction alter ego mad scientist family dean duringcreditsstinger research laboratory professor sherman klump and various roles denise gaines dean richmond petersegal in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9637,scooby-doo,"mystery adventure comedy amateur detective voodoo resort crime solving fred jones daphne blake norville rogers („shaggy“) rajagosnell in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
49049,dredd,"action science fiction usa corruption crime fighter judge metropolis law post-apocalyptic dystopia executive case police futuristic based on comic book gore survival gunfight gangster extreme violence psychic violence criminal justice drug lord based on graphic novel dystopic future dark humor expert marksman rookie dredd 2000 ad judge dredd anderson ma-ma petetravis in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
9339,click,"comedy drama fantasy romance regret workaholic heart attack architect dying and death time travel remote control children liposuction hospital wedding dog second chance alternate reality fatherhood obese michael newman donna newman morty frankcoraci in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
16281,creepshow,"horror comedy fantasy monster halloween meteor buried alive cockroach anthology based on comic book gore animated sequence zombie living dead henry northrup (segment ""the crate"") wilma northrup (segment ""the crate"") dexter stanley (segment ""the crate"") georgea.romero in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
39691,cats & dogs 2 : the revenge of kitty galore,"comedy family torture aftercreditsstinger duringcreditsstinger 3d diggs (voice) butch (voice) catherine (voice) bradpeyton in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
8247,jumper,"adventure fantasy science fiction adolescence based on novel loss of child fight chase teleportation supernatural powers leap in time enemy motherly love david rice griffin roland dougliman in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
11253,hellboy ii: the golden army,"adventure fantasy science fiction auction northern ireland resignation superhero rebellion violence spear cut arm split screen superhero team arm ripped off super villain remorse self exile vanishing figure father son conflict hellboy liz sherman tom manning guillermodeltoro in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
1949,zodiac,"crime drama mystery thriller california san francisco killing journalist newspaper mass murder planned murder embassy victim threat to death victim of murder code police murder serial killer reporter robert graysmith paul avery dave toschi davidfincher in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
8452,the 6th day,"science fiction clone future murder cloning laser gun dystopic future implanted memory sci-fi thriller adam gibson hank morgan michael drucker rogerspottiswoode in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
310,bruce almighty,"fantasy comedy christianity moon responsability moses street gang lovesickness journalism new love faith prayer god car crash bruce nolan grace connelly jack baylor tomshadyac in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
27578,the expendables,"thriller adventure action tattoo martial arts sniper island mercenary bridge rescue escape church drug blade ensemble cast duringcreditsstinger barney ross lee christmas gunnar jensen sylvesterstallone in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
954,mission: impossible,"adventure action thriller paris london england spy cia terrorist secret identity undercover arms deal headquarter secret base secret mission prague embassy secret agent tgv computer mission based on tv series espionage agent ethan hunt jim phelps claire phelps briandepalma in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
70160,the hunger games,"science fiction adventure fantasy hallucination dystopia female protagonist bow and arrow knife throwing knife fight game archery blindness glamour roasted pig sponsor chariot fictional tv show mine explosion based on young adult novel katniss everdeen peeta mellark gale hawthorne garyross in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
45243,the hangover part ii,"comedy sun glasses interpol undercover cop hangover duringcreditsstinger phil wenneck stu price alan garner toddphillips in the 22nd century, a paraplegic marine is dispatched to the moon pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
